Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths,Flag
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,46,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,100,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,133,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,171,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Influenza and pneumonia,J09-J18,All ages,481,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,14,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,25,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,22,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,21,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All ages,84,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,10,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,21,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,39,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,24,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,19,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Adult respiratory distress syndrome,J80,All ages,116,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,45-54,21,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,55-64,49,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,65-74,111,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,75-84,143,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,85+,144,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory failure,J96,All ages,474,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,65-74,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,75-84,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,85+,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Respiratory arrest,R09.2,All ages,10,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,11,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,15,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,15,
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All ages,48,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,11,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,30,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,38,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,85+,68,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Hypertensive diseases,I10-I15,All ages,152,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,19,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,27,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,85+,45,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Ischemic heart disease,I20-I25,All ages,102,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,55-64,12,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,65-74,13,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,75-84,13,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,85+,19,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrest,I46,All ages,62,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",55-64,10,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",65-74,18,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",75-84,26,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",85+,44,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",All ages,103,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,65-74,15,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,75-84,26,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,85+,54,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Heart failure,I50,All ages,106,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,65-74,12,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,75-84,19,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,85+,27,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Cerebrovascular diseases,I60-I69,All ages,65,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",55-64,14,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",65-74,15,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",75-84,11,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",85+,29,
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Circulatory diseases,Other diseases of the circulatory system,"I00-I09, I26-I43, I51, I52, I70-I99",All ages,73,
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,55-64,29,
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,65-74,61,
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,75-84,50,
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,85+,34,
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Sepsis,Sepsis,A40-A41,All ages,186,
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,65-74,23,
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,75-84,11,
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,85+,10,
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Malignant neoplasms,Malignant neoplasms,C00-C97,All ages,53,
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,55-64,16,
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,65-74,42,
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,75-84,40,
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,85+,19,
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Diabetes,Diabetes,E10-E14,All ages,130,
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,65-74,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,75-84,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,85+,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Obesity,Obesity,E65-E68,All ages,20,
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,55-64,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,65-74,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,75-84,29,
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,85+,63,
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,Not stated,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Alzheimer disease,Alzheimer disease,G30,All ages,96,
8/30/2020,2/1/2020,8/29/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,,Counts less than 10 suppressed.
8/30/2020,2/1/2020,8/29/2020,MO,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,Counts less than 10 suppressed.
